type,client,tx,amount
deposit,46,24467,23
withdrawal,32,24468,84
withdrawal,51,24469,59
withdrawal,10,24470,27
withdrawal,86,24471,61
deposit,94,24472,6
deposit,27,24473,67
deposit,73,24474,43
deposit,95,24475,33
withdrawal,34,24476,67
withdrawal,90,24477,7
withdrawal,37,24478,62
deposit,80,24479,47
deposit,93,24480,84
withdrawal,97,24481,57
withdrawal,89,24482,61
withdrawal,34,24483,99
deposit,44,24484,21
deposit,71,24485,77
withdrawal,61,24486,92
deposit,68,24487,44
withdrawal,37,24488,23
withdrawal,77,24489,82
withdrawal,5,24490,2
deposit,66,24491,64
deposit,59,24492,91
withdrawal,65,24493,19
withdrawal,12,24494,16
deposit,81,24495,79
deposit,0,24496,63
deposit,66,24497,7
deposit,39,24498,96
deposit,76,24499,55
withdrawal,27,24500,17
deposit,25,24501,20
withdrawal,48,24502,79
deposit,76,24503,7
withdrawal,80,24504,89
deposit,93,24505,81
deposit,79,24506,74
withdrawal,38,24507,62
withdrawal,74,24508,79
withdrawal,28,24509,6
withdrawal,13,24510,91
withdrawal,24,24511,73
deposit,90,24512,14
deposit,85,24513,74
withdrawal,39,24514,40
withdrawal,41,24515,45
withdrawal,30,24516,73
withdrawal,4,24517,24
withdrawal,83,24518,13
withdrawal,47,24519,47
deposit,8,24520,91
deposit,54,24521,39
withdrawal,53,24522,99
withdrawal,61,24523,35
deposit,94,24524,50
deposit,100,24525,68
deposit,90,24526,98
withdrawal,60,24527,80
deposit,15,24528,8
withdrawal,1,24529,27
withdrawal,45,24530,81
deposit,38,24531,39
deposit,34,24532,44
deposit,95,24533,98
withdrawal,44,24534,74
deposit,0,24535,47
deposit,71,24536,6
withdrawal,67,24537,0
deposit,96,24538,51
deposit,49,24539,35
withdrawal,50,24540,5
deposit,71,24541,41
deposit,96,24542,71
withdrawal,55,24543,9
withdrawal,93,24544,15
deposit,8,24545,19
withdrawal,99,24546,68
withdrawal,11,24547,16
deposit,61,24548,47
deposit,93,24549,85
withdrawal,5,24550,92
deposit,18,24551,80
withdrawal,21,24552,28
withdrawal,97,24553,38
deposit,57,24554,25
deposit,31,24555,58
withdrawal,23,24556,54
deposit,48,24557,87
deposit,4,24558,16
withdrawal,2,24559,48
deposit,32,24560,54
deposit,55,24561,9
deposit,51,24562,79
withdrawal,67,24563,8
withdrawal,3,24564,14
deposit,32,24565,25
deposit,52,24566,49
withdrawal,54,24567,79
withdrawal,92,24568,24
withdrawal,13,24569,37
deposit,93,24570,57
deposit,21,24571,16
withdrawal,22,24572,46
deposit,89,24573,65
deposit,16,24574,52
deposit,81,24575,99
withdrawal,95,24576,2
deposit,21,24577,75
deposit,17,24578,46
withdrawal,90,24579,57
withdrawal,55,24580,5
deposit,8,24581,24
deposit,10,24582,44
withdrawal,95,24583,57
deposit,11,24584,68
deposit,8,24585,20
deposit,52,24586,33
deposit,31,24587,71
withdrawal,42,24588,58
withdrawal,99,24589,3
withdrawal,65,24590,17
withdrawal,6,24591,78
deposit,33,24592,13
deposit,84,24593,9
deposit,81,24594,6
deposit,49,24595,21
deposit,51,24596,87
deposit,9,24597,100
withdrawal,58,24598,89
deposit,8,24599,87
deposit,68,24600,1
withdrawal,39,24601,12
deposit,50,24602,37
deposit,94,24603,36
deposit,5,24604,54
withdrawal,12,24605,29
withdrawal,86,24606,22
deposit,89,24607,79
deposit,60,24608,14
deposit,7,24609,50
deposit,92,24610,37
deposit,66,24611,19
deposit,6,24612,38
withdrawal,82,24613,9
withdrawal,26,24614,63
withdrawal,34,24615,64
withdrawal,93,24616,68
deposit,47,24617,25
withdrawal,6,24618,59
deposit,13,24619,40
deposit,55,24620,44
withdrawal,55,24621,44
deposit,62,24622,61
withdrawal,86,24623,98
deposit,74,24624,69
withdrawal,49,24625,13
deposit,80,24626,48
deposit,83,24627,36
withdrawal,54,24628,20
withdrawal,24,24629,78
deposit,69,24630,94
withdrawal,94,24631,52
deposit,84,24632,51
withdrawal,56,24633,9
withdrawal,75,24634,82
deposit,80,24635,54
withdrawal,64,24636,42
withdrawal,1,24637,23
withdrawal,76,24638,9
withdrawal,8,24639,69
deposit,43,24640,55
withdrawal,53,24641,13
deposit,74,24642,25
withdrawal,79,24643,97
withdrawal,84,24644,33
deposit,73,24645,35
deposit,93,24646,75
deposit,49,24647,47
withdrawal,77,24648,81
deposit,1,24649,29
withdrawal,91,24650,15
withdrawal,50,24651,55
deposit,56,24652,53
deposit,5,24653,91
withdrawal,93,24654,90
deposit,11,24655,80
withdrawal,21,24656,13
deposit,62,24657,60
withdrawal,96,24658,47
withdrawal,63,24659,94
withdrawal,0,24660,64
withdrawal,9,24661,44
withdrawal,86,24662,65
deposit,20,24663,69
withdrawal,98,24664,23
deposit,69,24665,69
withdrawal,1,24666,9
deposit,3,24667,49
deposit,0,24668,23
withdrawal,79,24669,39
withdrawal,27,24670,99
withdrawal,0,24671,48
withdrawal,83,24672,65
deposit,19,24673,19
withdrawal,25,24674,74
withdrawal,41,24675,47
deposit,51,24676,86
deposit,6,24677,47
withdrawal,47,24678,39
withdrawal,95,24679,20
deposit,11,24680,13
withdrawal,18,24681,13
deposit,51,24682,24
deposit,37,24683,72
withdrawal,16,24684,89
withdrawal,40,24685,21
deposit,43,24686,96
deposit,94,24687,96
deposit,16,24688,23
deposit,68,24689,0
deposit,31,24690,21
deposit,88,24691,16
deposit,53,24692,79
withdrawal,91,24693,71
deposit,98,24694,94
withdrawal,44,24695,10
deposit,48,24696,92
withdrawal,88,24697,79
deposit,52,24698,30
withdrawal,30,24699,70
withdrawal,94,24700,97
withdrawal,20,24701,80
withdrawal,23,24702,64
withdrawal,64,24703,90
deposit,75,24704,48
deposit,55,24705,46
withdrawal,99,24706,5
withdrawal,28,24707,100
deposit,32,24708,42
deposit,61,24709,59
withdrawal,29,24710,39
deposit,60,24711,3
withdrawal,79,24712,20
withdrawal,42,24713,89
deposit,13,24714,15
withdrawal,73,24715,99
withdrawal,22,24716,34
deposit,82,24717,2
deposit,89,24718,34
withdrawal,81,24719,39
deposit,55,24720,19
withdrawal,68,24721,54
withdrawal,65,24722,30
deposit,38,24723,73
deposit,62,24724,37
deposit,0,24725,51
deposit,41,24726,19
deposit,66,24727,65
withdrawal,74,24728,15
deposit,90,24729,40
withdrawal,18,24730,50
deposit,66,24731,3
withdrawal,38,24732,7
deposit,95,24733,13
deposit,15,24734,76
withdrawal,34,24735,68
withdrawal,66,24736,26
withdrawal,90,24737,66
withdrawal,3,24738,35
deposit,96,24739,60
withdrawal,50,24740,82
deposit,23,24741,95
deposit,77,24742,5
deposit,79,24743,42
withdrawal,19,24744,89
withdrawal,51,24745,5
withdrawal,6,24746,96
withdrawal,52,24747,75
withdrawal,88,24748,12
withdrawal,72,24749,38
withdrawal,80,24750,19
deposit,99,24751,82
deposit,58,24752,25
withdrawal,25,24753,41
withdrawal,25,24754,63
deposit,67,24755,76
deposit,6,24756,77
deposit,49,24757,9
withdrawal,1,24758,62
deposit,100,24759,17
deposit,4,24760,35
withdrawal,67,24761,30
withdrawal,24,24762,83
withdrawal,13,24763,20
deposit,96,24764,1
deposit,63,24765,61
deposit,16,24766,49
withdrawal,50,24767,7
deposit,35,24768,82
deposit,70,24769,91
deposit,68,24770,27
withdrawal,19,24771,78
deposit,62,24772,19
deposit,33,24773,83
deposit,94,24774,18
withdrawal,95,24775,93
withdrawal,7,24776,42
withdrawal,39,24777,87
withdrawal,11,24778,91
deposit,39,24779,69
withdrawal,58,24780,87
deposit,92,24781,65
withdrawal,77,24782,50
withdrawal,58,24783,27
withdrawal,24,24784,90
deposit,99,24785,99
deposit,13,24786,24
withdrawal,2,24787,8
withdrawal,67,24788,32
deposit,15,24789,10
withdrawal,55,24790,85
withdrawal,45,24791,10
withdrawal,74,24792,1
withdrawal,87,24793,55
withdrawal,0,24794,32
withdrawal,61,24795,12
deposit,44,24796,86
withdrawal,19,24797,97
withdrawal,80,24798,59
deposit,55,24799,95
deposit,92,24800,90
deposit,42,24801,24
deposit,85,24802,30
deposit,26,24803,98
withdrawal,18,24804,35
withdrawal,77,24805,54
deposit,32,24806,47
deposit,81,24807,79
deposit,42,24808,86
withdrawal,10,24809,10
withdrawal,93,24810,32
deposit,53,24811,38
deposit,66,24812,94
deposit,17,24813,9
deposit,19,24814,60
withdrawal,6,24815,59
deposit,90,24816,95
deposit,21,24817,36
withdrawal,89,24818,65
deposit,83,24819,60
deposit,90,24820,17
deposit,6,24821,32
deposit,78,24822,11
deposit,5,24823,96
withdrawal,46,24824,16
withdrawal,21,24825,56
withdrawal,23,24826,19
deposit,94,24827,63
deposit,82,24828,36
withdrawal,96,24829,61
withdrawal,8,24830,84
withdrawal,17,24831,50
withdrawal,25,24832,34
withdrawal,48,24833,87
deposit,43,24834,82
withdrawal,82,24835,33
deposit,3,24836,67
withdrawal,100,24837,50
withdrawal,42,24838,62
withdrawal,1,24839,6
deposit,84,24840,94
withdrawal,32,24841,60
withdrawal,31,24842,78
deposit,2,24843,7
withdrawal,98,24844,89
withdrawal,2,24845,75
withdrawal,48,24846,13
withdrawal,29,24847,0
deposit,98,24848,90
withdrawal,65,24849,0
deposit,86,24850,71
withdrawal,17,24851,8
withdrawal,76,24852,20
withdrawal,46,24853,19
deposit,98,24854,88
deposit,18,24855,6
withdrawal,96,24856,11
deposit,68,24857,24
withdrawal,1,24858,85
deposit,38,24859,72
deposit,45,24860,100
deposit,2,24861,37
withdrawal,56,24862,43
deposit,99,24863,58
deposit,93,24864,7
withdrawal,83,24865,25
deposit,91,24866,72
deposit,15,24867,47
withdrawal,31,24868,60
withdrawal,47,24869,32
deposit,70,24870,17
deposit,27,24871,10
withdrawal,83,24872,22
deposit,70,24873,11
withdrawal,9,24874,3
withdrawal,97,24875,23
withdrawal,97,24876,20
deposit,45,24877,36
deposit,30,24878,10
withdrawal,62,24879,3
withdrawal,9,24880,98
withdrawal,17,24881,50
deposit,94,24882,42
deposit,10,24883,53
deposit,38,24884,91
withdrawal,50,24885,92
withdrawal,59,24886,9
withdrawal,21,24887,5
withdrawal,48,24888,91
deposit,35,24889,65
withdrawal,2,24890,11
withdrawal,5,24891,19
withdrawal,26,24892,97
withdrawal,66,24893,61
withdrawal,31,24894,89
withdrawal,40,24895,52
withdrawal,78,24896,47
deposit,31,24897,7
deposit,91,24898,96
withdrawal,86,24899,78
deposit,10,24900,73
withdrawal,24,24901,73
withdrawal,33,24902,2
deposit,73,24903,82
withdrawal,64,24904,33
deposit,45,24905,7
withdrawal,7,24906,29
deposit,87,24907,89
deposit,41,24908,15
withdrawal,94,24909,59
deposit,33,24910,89
withdrawal,67,24911,84
withdrawal,93,24912,79
deposit,67,24913,56
withdrawal,28,24914,38
deposit,37,24915,20
withdrawal,82,24916,56
deposit,4,24917,83
withdrawal,44,24918,69
deposit,98,24919,98
withdrawal,43,24920,46
withdrawal,22,24921,55
deposit,92,24922,71
withdrawal,87,24923,49
withdrawal,33,24924,26
deposit,84,24925,40
deposit,5,24926,46
withdrawal,45,24927,51
withdrawal,48,24928,91
withdrawal,75,24929,79
withdrawal,71,24930,50
withdrawal,42,24931,100
deposit,35,24932,33
withdrawal,34,24933,34
withdrawal,16,24934,67
deposit,34,24935,32
deposit,43,24936,56
deposit,80,24937,97
deposit,5,24938,61
withdrawal,43,24939,53
withdrawal,68,24940,21
deposit,31,24941,5
withdrawal,22,24942,16
deposit,22,24943,71
deposit,30,24944,68
withdrawal,11,24945,35
withdrawal,99,24946,66
withdrawal,50,24947,70
withdrawal,81,24948,0
withdrawal,67,24949,61
deposit,0,24950,20
deposit,95,24951,3
deposit,37,24952,5
deposit,28,24953,37
withdrawal,97,24954,62
withdrawal,99,24955,80
deposit,2,24956,29
withdrawal,48,24957,76
deposit,60,24958,69
withdrawal,89,24959,14
deposit,43,24960,88
withdrawal,61,24961,76
deposit,18,24962,31
withdrawal,61,24963,93
deposit,23,24964,47
deposit,49,24965,3
deposit,56,24966,21
withdrawal,34,24967,79
withdrawal,87,24968,13
deposit,87,24969,65
deposit,87,24970,54
withdrawal,25,24971,37
withdrawal,11,24972,51
deposit,45,24973,55
withdrawal,90,24974,95
withdrawal,12,24975,71
deposit,72,24976,45
deposit,94,24977,26
withdrawal,82,24978,6
withdrawal,7,24979,35
deposit,39,24980,83
deposit,23,24981,21
withdrawal,50,24982,72
withdrawal,78,24983,70
withdrawal,72,24984,78
withdrawal,33,24985,100
withdrawal,30,24986,67
withdrawal,59,24987,48
deposit,18,24988,82
deposit,51,24989,88
withdrawal,83,24990,84
withdrawal,81,24991,27
withdrawal,34,24992,12
withdrawal,52,24993,9
withdrawal,81,24994,96
deposit,20,24995,67
deposit,12,24996,96
withdrawal,74,24997,58
withdrawal,9,24998,2
deposit,24,24999,70
deposit,6,25000,9
deposit,47,25001,19
deposit,33,25002,94
withdrawal,30,25003,76
withdrawal,44,25004,19
deposit,99,25005,8
withdrawal,19,25006,16
withdrawal,31,25007,13
deposit,19,25008,20
deposit,18,25009,11
withdrawal,50,25010,96
deposit,27,25011,38
deposit,13,25012,28
withdrawal,14,25013,71
deposit,91,25014,68
deposit,19,25015,6
withdrawal,84,25016,8
deposit,18,25017,81
withdrawal,93,25018,10
withdrawal,89,25019,96
withdrawal,89,25020,50
deposit,50,25021,65
deposit,13,25022,63
withdrawal,71,25023,2
withdrawal,47,25024,87
withdrawal,3,25025,78
deposit,8,25026,37
deposit,5,25027,48
withdrawal,55,25028,26
withdrawal,64,25029,28
deposit,12,25030,47
withdrawal,87,25031,36
withdrawal,6,25032,48
withdrawal,95,25033,84
withdrawal,89,25034,47
deposit,69,25035,17
deposit,91,25036,31
deposit,17,25037,13
deposit,13,25038,23
withdrawal,72,25039,27
deposit,1,25040,100
deposit,29,25041,97
deposit,77,25042,37
deposit,51,25043,82
deposit,64,25044,32
withdrawal,2,25045,77
withdrawal,16,25046,40
withdrawal,60,25047,14
deposit,32,25048,80
deposit,63,25049,37
deposit,40,25050,98
withdrawal,5,25051,8
withdrawal,51,25052,24
withdrawal,52,25053,37
deposit,31,25054,46
deposit,0,25055,49
deposit,76,25056,6
deposit,13,25057,88
withdrawal,59,25058,65
withdrawal,81,25059,62
deposit,66,25060,79
withdrawal,98,25061,83
withdrawal,82,25062,97
deposit,15,25063,77
withdrawal,67,25064,99
deposit,93,25065,19
deposit,76,25066,29
withdrawal,35,25067,84
deposit,22,25068,16
withdrawal,55,25069,18
withdrawal,26,25070,26
withdrawal,28,25071,86
deposit,29,25072,52
deposit,32,25073,76
deposit,73,25074,34
deposit,18,25075,26
withdrawal,54,25076,21
withdrawal,73,25077,37
deposit,84,25078,68
withdrawal,11,25079,94
withdrawal,45,25080,16
withdrawal,13,25081,46
deposit,57,25082,89
deposit,16,25083,69
withdrawal,58,25084,2
deposit,35,25085,80
withdrawal,58,25086,100
withdrawal,16,25087,83
deposit,60,25088,71
withdrawal,37,25089,41
deposit,64,25090,45
deposit,81,25091,40
withdrawal,75,25092,59
deposit,95,25093,100
deposit,12,25094,9
deposit,11,25095,92
withdrawal,13,25096,57
withdrawal,36,25097,23
withdrawal,42,25098,37
withdrawal,71,25099,52
deposit,77,25100,39
withdrawal,89,25101,87
withdrawal,100,25102,92
deposit,23,25103,71
withdrawal,84,25104,49
deposit,21,25105,78
deposit,30,25106,71
withdrawal,5,25107,93
deposit,16,25108,18
deposit,8,25109,62
deposit,88,25110,29
withdrawal,14,25111,95
withdrawal,77,25112,5
withdrawal,64,25113,72
withdrawal,31,25114,86
withdrawal,46,25115,8
withdrawal,74,25116,48
deposit,63,25117,71
deposit,65,25118,13
withdrawal,39,25119,94
withdrawal,97,25120,67
withdrawal,49,25121,60
deposit,17,25122,77
deposit,3,25123,26
withdrawal,90,25124,95
withdrawal,38,25125,77
withdrawal,11,25126,53
deposit,92,25127,8
deposit,74,25128,77
deposit,64,25129,2
deposit,13,25130,97
deposit,33,25131,100
withdrawal,91,25132,81
withdrawal,57,25133,80
deposit,58,25134,46
deposit,27,25135,83
withdrawal,3,25136,59
withdrawal,4,25137,15
withdrawal,84,25138,31
deposit,55,25139,53
deposit,89,25140,99
withdrawal,40,25141,2
deposit,68,25142,48
deposit,65,25143,50
withdrawal,71,25144,87
withdrawal,24,25145,37
withdrawal,79,25146,40
deposit,1,25147,73
deposit,75,25148,60
deposit,17,25149,19
deposit,75,25150,3
withdrawal,6,25151,53
deposit,81,25152,41
deposit,60,25153,53
deposit,28,25154,0
withdrawal,18,25155,99
deposit,20,25156,41
withdrawal,0,25157,29
deposit,97,25158,33
withdrawal,38,25159,14
withdrawal,24,25160,78
deposit,51,25161,49
deposit,57,25162,52
withdrawal,29,25163,29
deposit,68,25164,93
withdrawal,15,25165,87
withdrawal,21,25166,85
withdrawal,51,25167,94
deposit,62,25168,13
withdrawal,24,25169,61
withdrawal,58,25170,58
deposit,38,25171,17
deposit,4,25172,90
withdrawal,64,25173,18
withdrawal,76,25174,8
deposit,67,25175,71
withdrawal,69,25176,87
deposit,4,25177,92
deposit,9,25178,51
withdrawal,85,25179,14
withdrawal,34,25180,38
withdrawal,22,25181,59
withdrawal,47,25182,62
deposit,4,25183,25
withdrawal,34,25184,92
deposit,97,25185,67
deposit,27,25186,30
deposit,67,25187,38
withdrawal,96,25188,92
withdrawal,73,25189,17
withdrawal,63,25190,68
withdrawal,70,25191,36
withdrawal,63,25192,29
deposit,3,25193,74
deposit,1,25194,87
deposit,9,25195,51
deposit,18,25196,74
withdrawal,47,25197,26
withdrawal,71,25198,47
deposit,26,25199,54
deposit,53,25200,58
deposit,88,25201,72
withdrawal,37,25202,30
withdrawal,4,25203,31
withdrawal,40,25204,72
deposit,87,25205,60
withdrawal,18,25206,16
deposit,91,25207,13
withdrawal,14,25208,13
withdrawal,27,25209,96
withdrawal,39,25210,23
deposit,31,25211,47
deposit,31,25212,85
deposit,23,25213,70
deposit,37,25214,2
deposit,42,25215,80
deposit,94,25216,78
withdrawal,95,25217,85
withdrawal,21,25218,62
withdrawal,97,25219,39
deposit,70,25220,36
withdrawal,26,25221,28
withdrawal,34,25222,71
withdrawal,69,25223,78
withdrawal,89,25224,17
withdrawal,7,25225,18
withdrawal,57,25226,48
withdrawal,87,25227,53
withdrawal,48,25228,65
deposit,54,25229,30
deposit,80,25230,7
withdrawal,73,25231,58
deposit,64,25232,88
withdrawal,18,25233,35
withdrawal,58,25234,30
withdrawal,77,25235,69
withdrawal,71,25236,22
deposit,95,25237,85
deposit,29,25238,86
deposit,22,25239,46
withdrawal,79,25240,26
deposit,69,25241,42
withdrawal,91,25242,76
withdrawal,75,25243,60
deposit,47,25244,63
withdrawal,9,25245,3
withdrawal,71,25246,84
withdrawal,35,25247,77
withdrawal,83,25248,96
deposit,72,25249,34
withdrawal,86,25250,50
deposit,29,25251,60
deposit,32,25252,78
deposit,31,25253,59
withdrawal,29,25254,65
deposit,31,25255,42
deposit,94,25256,53
withdrawal,35,25257,21
withdrawal,13,25258,46
withdrawal,49,25259,70
withdrawal,6,25260,31
withdrawal,47,25261,37
deposit,43,25262,27
withdrawal,58,25263,75
deposit,87,25264,66
deposit,85,25265,53
withdrawal,77,25266,31
deposit,44,25267,63
deposit,80,25268,95
deposit,44,25269,69
withdrawal,70,25270,36
deposit,89,25271,13
deposit,38,25272,42
deposit,22,25273,33
withdrawal,67,25274,27
withdrawal,44,25275,45
withdrawal,61,25276,63
withdrawal,77,25277,27
withdrawal,53,25278,43
withdrawal,54,25279,50
withdrawal,16,25280,29
withdrawal,11,25281,64
deposit,37,25282,95
withdrawal,94,25283,82
withdrawal,68,25284,17
deposit,15,25285,24
deposit,58,25286,46
deposit,42,25287,38
withdrawal,22,25288,91
deposit,65,25289,16
withdrawal,1,25290,39
deposit,2,25291,30
deposit,39,25292,35
withdrawal,45,25293,15
withdrawal,34,25294,56
deposit,25,25295,88
withdrawal,59,25296,93
deposit,70,25297,97
deposit,93,25298,33
withdrawal,2,25299,43
deposit,70,25300,76
deposit,93,25301,92
deposit,32,25302,99
withdrawal,95,25303,14
withdrawal,1,25304,84
deposit,36,25305,56
withdrawal,37,25306,12
deposit,88,25307,90
withdrawal,23,25308,6
withdrawal,93,25309,5
deposit,24,25310,4
withdrawal,92,25311,49
deposit,7,25312,50
withdrawal,78,25313,2
deposit,10,25314,80
withdrawal,65,25315,5
